City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,Latisana,45.7792,13.0,8.89,86,100,2.69,IT,2023-04-13 23:02:16
290,Palembang,-2.9167,104.7458,26.05,94,40,1.54,ID,2023-04-13 23:02:16
291,Maningrida,-12.0667,134.2667,26.75,85,100,1.82,AU,2023-04-13 23:02:16
292,Ceyhan,37.0247,35.8175,12.19,93,4,1.49,TR,2023-04-13 23:00:47
293,Saldanha,-33.0117,17.9442,15.03,86,16,5.95,ZA,2023-04-13 23:02:17
294,San Ignacio,17.1561,-89.0714,34.08,43,0,2.06,BZ,2023-04-13 23:02:17
295,Kamyshlov,56.8428,62.7111,-9.22,64,58,5.33,RU,2023-04-13 23:02:17
296,Alta Floresta,-9.8756,-56.0861,23.33,94,100,1.12,BR,2023-04-13 23:02:17
297,Palana,59.1167,159.9667,-11.55,88,95,6.62,RU,2023-04-13 23:02:18
298,Khani,41.9563,42.9566,2.76,92,100,1.24,GE,2023-04-13 23:02:18
299,Puerto Baquerizo Moreno,-0.9,-89.6,26.55,94,40,1.03,EC,2023-04-13 23:02:18
300,Makarov,48.6333,142.8,0.89,68,62,3.52,RU,2023-04-13 23:02:19
301,Ilulissat,69.2167,-51.1,-8.9,92,99,1.31,GL,2023-04-13 22:58:06
302,Tonantins,-2.8731,-67.8022,27.0,80,91,0.65,BR,2023-04-13 23:02:19
303,Lenger,42.183,69.8839,14.69,34,88,4.76,KZ,2023-04-13 23:02:19
304,Virginia Beach,36.8529,-75.978,29.03,33,0,5.14,US,2023-04-13 23:02:20
305,Vidalia,32.2177,-82.4135,20.88,94,100,1.54,US,2023-04-13 23:02:20
306,Bartica,6.4,-58.6167,28.18,85,78,2.67,GY,2023-04-13 23:02:21
307,Rantepao,-2.9701,119.8978,22.67,93,100,0.73,ID,2023-04-13 23:02:21
308,Kihei,20.785,-156.4656,26.58,72,100,11.21,US,2023-04-13 23:02:21
309,Cobh,51.8572,-8.2992,6.58,93,75,1.54,IE,2023-04-13 23:02:21
310,San Policarpo,12.1791,125.5072,26.26,87,71,2.24,PH,2023-04-13 23:02:22
311,Faya,18.3851,42.4509,17.06,66,0,1.18,SA,2023-04-13 23:02:22
312,Zhanakorgan,43.9098,67.2495,22.09,34,97,10.4,KZ,2023-04-13 23:02:22
313,Praia Da Vitoria,38.7333,-27.0667,17.14,82,40,3.27,PT,2023-04-13 23:02:22
314,Santiago Del Estero,-27.7951,-64.2615,14.01,92,100,3.14,AR,2023-04-13 23:02:23
315,Port Blair,11.6667,92.75,26.51,77,13,2.13,IN,2023-04-13 23:02:23
316,Westport,41.1415,-73.3579,31.16,39,0,6.17,US,2023-04-13 23:01:33
317,Turukhansk,65.8167,87.9833,-22.9,99,100,1.72,RU,2023-04-13 23:02:23
318,Berlevag,70.8578,29.0864,1.0,64,13,9.77,NO,2023-04-13 23:02:24
319,Kavieng,-2.5744,150.7967,28.33,79,60,6.6,PG,2023-04-13 23:02:24
320,Gamba,-2.65,10.0,25.62,91,100,1.49,GA,2023-04-13 23:02:24
321,Madang,-5.2246,145.7966,27.28,82,80,3.37,PG,2023-04-13 23:02:24
322,Dakar,14.6937,-17.4441,26.49,78,0,2.06,SN,2023-04-13 22:58:55
323,Itarema,-2.9248,-39.9167,25.25,86,99,5.06,BR,2023-04-13 23:02:25
324,Dikson,73.5069,80.5464,-25.74,100,94,3.81,RU,2023-04-13 23:02:25
325,Mandalgovi,45.7625,106.2708,-6.25,54,0,3.86,MN,2023-04-13 23:02:26
326,La Ronge,55.1001,-105.2842,10.14,27,75,2.57,CA,2023-04-13 23:00:36
327,Sangar,63.9242,127.4739,-8.38,100,100,1.95,RU,2023-04-13 23:02:26
328,Marzuq,14.4,46.4667,24.34,58,86,1.52,YE,2023-04-13 23:02:26
329,Coihaique,-45.5752,-72.0662,12.34,43,0,2.57,CL,2023-04-13 23:02:27
330,Nata,8.3333,-80.5167,29.93,56,89,7.38,PA,2023-04-13 23:02:27
331,Thibodaux,29.7958,-90.8229,22.99,81,92,3.43,US,2023-04-13 22:59:05
332,Walvis Bay,-22.9575,14.5053,15.01,77,0,4.98,NA,2023-04-13 23:02:27
333,Coos Bay,43.3665,-124.2179,14.62,66,100,4.63,US,2023-04-13 22:59:22
334,Nova Granada,-20.5339,-49.3142,26.14,69,85,1.4,BR,2023-04-13 23:02:27
335,Knysna,-34.0363,23.0471,15.55,78,9,4.43,ZA,2023-04-13 23:02:28
336,Codrington,-38.2667,141.9667,15.09,79,10,2.61,AU,2023-04-13 23:02:28
337,Ampanihy,-24.7,44.75,19.88,97,44,3.83,MG,2023-04-13 23:02:28
338,Jember,-8.166,113.7032,23.8,94,100,0.25,ID,2023-04-13 23:02:28
339,Bandarbeyla,9.4942,50.8122,27.88,77,48,2.77,SO,2023-04-13 23:02:28
340,Pevek,69.7008,170.3133,-16.3,91,95,1.49,RU,2023-04-13 23:02:29
341,College,64.8569,-147.8028,-5.52,61,75,2.57,US,2023-04-13 22:57:39
342,Whyalla,-33.0333,137.5833,17.93,50,70,5.94,AU,2023-04-13 23:02:29
343,Aksu,41.1231,80.2644,11.48,23,14,1.61,CN,2023-04-13 23:00:35
344,Chita,52.0333,113.55,-5.06,73,40,2.0,RU,2023-04-13 23:02:30
345,Charlestown,-32.95,151.6667,19.9,90,63,1.79,AU,2023-04-13 22:59:45
346,Suhbaatar,50.2314,106.2078,-5.16,61,2,1.15,MN,2023-04-13 23:02:31
347,Suraabad,40.8192,49.4687,13.42,66,87,1.7,AZ,2023-04-13 23:02:31
348,Fare,-16.7,-151.0167,27.51,70,16,3.38,PF,2023-04-13 23:02:31
349,Georgetown,5.4112,100.3354,27.96,94,20,2.06,MY,2023-04-13 22:58:47
350,Aguimes,27.9054,-15.4461,18.35,64,75,8.75,ES,2023-04-13 23:02:32
351,Karratha,-20.7377,116.8463,26.99,43,100,8.01,AU,2023-04-13 23:02:32
352,Vila Franca Do Campo,37.7167,-25.4333,16.23,91,63,2.23,PT,2023-04-13 23:01:48
353,Saint-Augustin,51.226,-58.6502,3.15,87,100,5.07,CA,2023-04-13 23:02:33
354,Primorsk,46.7348,36.3443,8.48,95,100,7.2,UA,2023-04-13 23:02:33
355,Barcelos,41.5388,-8.6151,13.25,83,98,1.85,PT,2023-04-13 23:02:33
356,Son La,21.3167,103.9,20.46,91,18,1.01,VN,2023-04-13 23:02:34
357,Adjuntas,18.1585,-66.8018,22.44,90,84,1.34,PR,2023-04-13 23:02:34
358,Chihuahua,28.5,-106.0,26.78,16,83,13.93,MX,2023-04-13 23:00:35
359,Plouzane,48.3833,-4.6167,10.03,76,75,5.14,FR,2023-04-13 23:02:34
360,Padang,-0.9492,100.3543,24.03,89,68,1.29,ID,2023-04-13 23:02:34
361,Martinsville,36.6915,-79.8725,25.9,17,0,2.06,US,2023-04-13 23:01:23
362,Ust-Omchug,61.15,149.6333,-9.37,69,100,2.8,RU,2023-04-13 23:02:35
363,Kazlu Ruda,54.7667,23.5,8.99,94,98,3.58,LT,2023-04-13 23:02:35
364,Dennery,13.8996,-60.8879,27.07,79,40,8.75,LC,2023-04-13 23:02:35
365,Bawku,11.0616,-0.2417,30.22,46,97,4.27,GH,2023-04-13 23:02:35
366,Secunda,-26.55,29.1667,13.5,86,4,1.34,ZA,2023-04-13 23:02:36
367,Buenos Aires,-34.6132,-58.3772,16.85,45,0,2.06,AR,2023-04-13 22:58:02
368,North Bend,43.4065,-124.2243,14.58,66,100,4.63,US,2023-04-13 22:58:12
369,Nishihara,26.1842,127.7558,22.81,94,75,4.63,JP,2023-04-13 23:02:36
370,Kudahuvadhoo,2.6708,72.8944,27.95,73,11,0.97,MV,2023-04-13 23:02:36
371,Chara,56.9064,118.2631,-7.11,92,100,0.41,RU,2023-04-13 23:02:36
372,Shirokovskiy,58.8424,57.7832,-11.69,81,7,3.44,RU,2023-04-13 23:02:37
373,Grindavik,63.8424,-22.4338,5.97,93,100,3.6,IS,2023-04-13 23:02:37
374,Iranshahr,27.2025,60.6848,26.26,46,73,0.91,IR,2023-04-13 23:02:37
375,Parintins,-2.6283,-56.7358,25.19,91,94,1.26,BR,2023-04-13 23:02:37
376,Vicksburg,32.3526,-90.8779,15.85,94,0,5.14,US,2023-04-13 23:02:37
377,Pimentel,-6.8367,-79.9342,29.16,61,75,6.17,PE,2023-04-13 23:02:38
378,Manaure,11.7751,-72.4445,28.63,59,92,8.72,CO,2023-04-13 23:02:38
379,Hanko,59.8333,22.95,3.97,67,100,20.56,FI,2023-04-13 23:02:38
380,Shingu,33.7333,135.9833,16.17,50,100,0.77,JP,2023-04-13 23:02:38
381,Oranjestad,12.524,-70.027,27.97,81,20,10.29,AW,2023-04-13 23:02:39
382,Ulaangom,49.9811,92.0667,-6.27,77,19,1.17,MN,2023-04-13 23:01:14
383,Turuvekere,13.1642,76.6667,22.98,50,100,2.27,IN,2023-04-13 23:02:39
384,Ucluelet,48.9329,-125.5528,10.17,82,46,2.2,CA,2023-04-13 23:00:26
385,Mount Isa,-20.7333,139.5,23.87,31,92,1.54,AU,2023-04-13 23:02:39
386,Salon-De-Provence,43.6407,5.0954,10.49,65,0,4.12,FR,2023-04-13 23:02:40
387,Hamilton,39.1834,-84.5333,27.97,20,0,2.57,US,2023-04-13 22:59:22
388,Mandan,46.8267,-100.8896,5.76,70,0,8.23,US,2023-04-13 23:02:40
389,Buala,-8.145,159.5921,29.08,70,85,1.23,SB,2023-04-13 23:02:40
390,Neepawa,50.2289,-99.4664,6.22,74,100,7.51,CA,2023-04-13 23:02:40
391,Terrell,32.736,-96.2753,26.35,43,0,5.14,US,2023-04-13 22:58:00
392,Pithoragarh,29.5833,80.2167,13.0,33,51,1.69,IN,2023-04-13 23:02:41
393,Anadyr,64.75,177.4833,-19.72,77,0,4.0,RU,2023-04-13 23:02:41
394,Solkan,45.9714,13.6494,7.64,91,100,2.68,SI,2023-04-13 23:02:41
395,Takoradi,4.8845,-1.7554,27.13,85,3,2.51,GH,2023-04-13 23:02:42
396,Canora,51.6333,-102.4343,4.01,92,100,0.89,CA,2023-04-13 23:02:42
397,Mount Gambier,-37.8333,140.7667,15.21,76,1,3.24,AU,2023-04-13 23:02:42
398,Pustoshka,56.3355,29.369,8.38,72,100,4.68,RU,2023-04-13 23:02:42
399,Tocopilla,-22.092,-70.1979,20.7,79,28,3.94,CL,2023-04-13 23:01:53
400,Basco,20.4487,121.9702,25.72,87,99,6.01,PH,2023-04-13 23:02:42
401,Leo,11.1,-2.1,27.39,58,74,7.89,BF,2023-04-13 23:02:43
402,Tomatlan,19.9333,-105.25,30.03,26,2,4.55,MX,2023-04-13 23:02:43
403,Jacareacanga,-6.2222,-57.7528,26.64,81,97,0.55,BR,2023-04-13 23:02:43
404,Iquitos,-3.7481,-73.2472,28.02,74,75,1.03,PE,2023-04-13 23:02:43
405,Sandpoint,48.2766,-116.5533,9.29,56,100,2.57,US,2023-04-13 23:00:53
406,Yakeshi,49.2833,120.7333,-0.16,62,56,1.17,CN,2023-04-13 23:02:44
407,Paratinga,-12.6906,-43.1842,25.74,49,71,1.69,BR,2023-04-13 23:02:44
408,Bukama,-9.2,25.85,20.49,96,99,1.28,CD,2023-04-13 23:02:45
409,Soria,41.6667,-2.6667,6.59,73,77,4.75,ES,2023-04-13 23:02:45
410,Girvan,55.2426,-4.8555,7.0,90,23,4.1,GB,2023-04-13 23:02:45
411,Saint Anthony,45.0205,-93.218,30.96,16,0,9.26,US,2023-04-13 23:01:46
412,Rehoboth,-23.3167,17.0833,16.64,17,0,2.4,NA,2023-04-13 22:59:40
413,Paita,-5.0892,-81.1144,27.65,73,85,5.62,PE,2023-04-13 23:02:46
414,Lata,40.1629,-8.3327,10.04,95,96,0.92,PT,2023-04-13 23:02:46
415,Mackay,-21.15,149.2,27.6,45,0,1.83,AU,2023-04-13 23:02:32
416,Sayyan,15.1718,44.3244,14.3,65,75,0.88,YE,2023-04-13 23:02:46
417,Saint George,37.1041,-113.5841,23.02,21,20,6.69,US,2023-04-13 23:00:45
418,Yashkul,46.1711,45.3435,10.6,74,100,14.05,RU,2023-04-13 23:02:47
419,Sinop,41.7711,34.8709,5.16,85,16,4.04,TR,2023-04-13 22:54:50
420,Ronne,55.1009,14.7066,4.95,93,75,1.54,DK,2023-04-13 23:02:47
421,Isangel,-19.55,169.2667,28.84,75,100,4.86,VU,2023-04-13 23:02:48
422,Adre,13.4667,22.2,26.17,16,51,4.94,TD,2023-04-13 23:02:48
423,Krasnomayskiy,57.6194,34.4099,1.93,67,100,4.9,RU,2023-04-13 23:02:48
424,Korla,41.7597,86.1469,10.1,44,11,2.7,CN,2023-04-13 23:02:48
425,San Cristobal,7.7669,-72.225,25.1,62,99,0.79,VE,2023-04-13 23:02:48
426,Assis,-22.6617,-50.4122,21.58,86,30,0.39,BR,2023-04-13 23:01:47
427,Chiredzi,-21.05,31.6667,17.75,82,0,1.72,ZW,2023-04-13 23:02:15
428,New Ulm,44.3125,-94.4605,31.21,12,0,10.8,US,2023-04-13 22:59:44
429,Amuntai,-2.4177,115.2494,24.06,95,83,0.55,ID,2023-04-13 23:02:49
430,Adrar,20.5022,-10.0711,27.69,32,85,2.36,MR,2023-04-13 23:02:49
431,Kozelsk,54.0375,35.7716,7.72,65,95,7.35,RU,2023-04-13 23:02:49
432,Gunjur,13.2019,-16.7339,27.04,61,0,4.12,GM,2023-04-13 23:02:50
433,Cap Malheureux,-19.9842,57.6142,24.15,87,0,0.89,MU,2023-04-13 23:02:50
434,Alihe,50.5667,123.7167,1.67,58,91,1.79,CN,2023-04-13 23:02:50
435,Daru,-9.0763,143.2092,27.29,76,94,1.63,PG,2023-04-13 23:02:50
436,Ubinskoye,55.3068,79.6802,-0.35,96,72,4.85,RU,2023-04-13 23:02:50
437,Sao Jose Da Coroa Grande,-8.8978,-35.1478,25.09,73,74,2.54,BR,2023-04-13 23:02:51
438,Aljezur,37.3191,-8.8033,11.66,74,65,5.18,PT,2023-04-13 23:02:51
439,Sawakin,19.1059,37.3321,22.26,56,0,4.24,SD,2023-04-13 23:02:20
440,Lipovtsy,44.2014,131.7244,6.17,42,0,2.57,RU,2023-04-13 23:02:51
441,Pangody,65.85,74.4859,-19.39,96,75,7.23,RU,2023-04-13 23:02:51
442,Marfino,55.7028,37.3822,6.76,45,0,10.0,RU,2023-04-13 23:02:51
443,Nome,64.5011,-165.4064,-13.8,66,0,0.0,US,2023-04-13 23:02:52
444,Santa Cruz Del Norte,23.1539,-81.9236,26.36,70,56,2.34,CU,2023-04-13 23:02:52
445,Pangnirtung,66.1451,-65.7125,-8.0,79,40,1.54,CA,2023-04-13 23:02:52
446,Port Augusta,-32.5,137.7667,18.04,52,63,3.41,AU,2023-04-13 23:02:37
447,Mazamari,-11.3258,-74.5308,23.68,92,91,0.66,PE,2023-04-13 23:02:52
448,Puqi,29.7167,113.8833,20.91,95,98,1.08,CN,2023-04-13 23:02:53
449,Avdon,54.6667,55.7167,4.62,60,0,8.0,RU,2023-04-13 23:02:53
450,Buchanan,5.8808,-10.0467,25.11,85,99,0.36,LR,2023-04-13 23:02:53
451,Nyurba,63.2842,118.3319,-9.63,90,82,2.03,RU,2023-04-13 23:02:53
452,Kuytun,54.3419,101.5036,-3.29,69,100,4.02,RU,2023-04-13 23:02:53
453,Margate,51.3813,1.3862,5.94,76,16,0.89,GB,2023-04-13 23:02:54
454,Naxos,37.1056,25.3764,16.84,78,15,8.94,GR,2023-04-13 23:02:54
455,Ocampo,21.65,-101.5,23.46,11,88,9.91,MX,2023-04-13 23:02:54
456,Muskogee,35.5834,-95.3336,25.64,42,0,3.09,US,2023-04-13 23:01:53
457,Orizatlan,21.1833,-98.6167,27.3,65,80,3.25,MX,2023-04-13 23:02:54
458,Leshukonskoye,64.8989,45.7622,-18.7,99,8,0.76,RU,2023-04-13 23:02:54
459,Koumac,-20.5667,164.2833,25.1,84,100,1.37,NC,2023-04-13 23:02:55
460,Henties Bay,-22.116,14.2845,14.57,85,0,3.33,NA,2023-04-13 23:02:55
461,Bambous Virieux,-20.3428,57.7575,24.01,94,20,1.54,MU,2023-04-13 23:02:55
462,Manjakandriana,-18.9167,47.8,15.83,99,100,0.98,MG,2023-04-13 23:02:55
463,Batsfjord,70.6345,29.7185,-1.04,68,14,10.8,NO,2023-04-13 23:02:55
464,Punta Alta,-38.8759,-62.0736,12.26,48,100,2.66,AR,2023-04-13 23:02:56
465,Nizhnyaya Omka,55.4338,74.9426,-3.6,90,99,7.61,RU,2023-04-13 23:02:56
466,Realeza,-25.7689,-53.5325,19.1,97,100,0.4,BR,2023-04-13 23:02:45
467,Kushtagi,15.7667,76.2,28.46,28,100,2.64,IN,2023-04-13 23:02:56
468,Axim,4.8699,-2.2405,26.88,87,5,2.12,GH,2023-04-13 23:02:56
469,Viedma,-40.8135,-62.9967,9.69,58,1,1.94,AR,2023-04-13 23:02:56
470,Acapulco,16.8634,-99.8901,29.74,52,78,5.94,MX,2023-04-13 22:58:35
471,Teya,60.3778,92.6267,-12.11,96,100,1.69,RU,2023-04-13 23:02:57
472,Petropavlovsk-Kamchatskiy,53.0452,158.6483,1.33,87,75,1.0,RU,2023-04-13 23:02:57
473,Bereda,43.2686,-7.5406,8.97,100,100,3.8,ES,2023-04-13 23:02:57
474,Christchurch,-43.5333,172.6333,15.53,78,75,4.12,NZ,2023-04-13 23:01:36
475,Magadi,12.9667,77.2333,22.45,33,99,1.22,IN,2023-04-13 23:02:58
476,Can,40.0333,27.0524,9.0,65,4,1.9,TR,2023-04-13 23:02:58
477,Riyadh,24.6877,46.7219,19.08,40,100,5.3,SA,2023-04-13 23:02:02
478,Sobolevo,54.4299,31.8996,9.38,66,100,6.46,RU,2023-04-13 23:02:58
479,Smirnykh,49.75,142.8333,0.22,69,98,3.56,RU,2023-04-13 23:02:58
480,Khomutovo,52.4658,104.4025,-4.66,68,9,1.91,RU,2023-04-13 23:02:58
481,Havre-Saint-Pierre,50.2334,-63.5986,1.2,86,100,4.12,CA,2023-04-13 23:02:59
482,Durango,24.8333,-104.8333,19.67,27,100,10.33,MX,2023-04-13 23:02:06
483,Ginir,7.1333,40.7,14.27,81,99,1.85,ET,2023-04-13 23:02:59
484,Puerto Carreno,6.189,-67.4859,35.99,36,20,1.54,CO,2023-04-13 23:02:59
485,Pacific Grove,36.6177,-121.9166,18.08,68,0,6.71,US,2023-04-13 23:02:59
486,Ayolas,-27.4,-56.9,19.4,96,100,3.53,PY,2023-04-13 23:02:51
487,Evensk,61.95,159.2333,-7.88,73,0,5.82,RU,2023-04-13 23:03:00
488,Kinablangan,7.6947,126.5503,26.61,83,9,0.8,PH,2023-04-13 23:03:00
489,Roswell,34.0232,-84.3616,16.55,91,100,3.09,US,2023-04-13 22:58:59
490,Oil City,41.4339,-79.7064,25.77,23,0,4.63,US,2023-04-13 23:01:40
491,Mudgee,-32.5943,149.5871,16.46,56,30,3.78,AU,2023-04-13 23:03:01
492,Sorland,67.667,12.6934,5.92,78,17,8.8,NO,2023-04-13 23:03:01
493,Istok,42.7808,20.4875,9.21,86,95,0.16,XK,2023-04-13 23:03:01
494,Tecpan,14.7623,-90.9947,19.94,56,89,1.82,GT,2023-04-13 23:03:01
495,Los Llanos De Aridane,28.6585,-17.9182,17.86,89,100,7.72,ES,2023-04-13 23:03:02
496,Bertinoro,44.1469,12.1389,7.66,85,32,2.2,IT,2023-04-13 23:03:02
497,Pozo Colorado,-23.4923,-58.7972,20.66,98,99,2.87,PY,2023-04-13 23:03:02
498,Solnechnyy,50.7214,136.6319,-4.74,79,99,4.41,RU,2023-04-13 23:03:02
499,Portland,45.5234,-122.6762,13.88,50,75,2.06,US,2023-04-13 22:50:59
500,Fallon,39.4735,-118.7774,9.93,16,40,2.57,US,2023-04-13 23:03:03
501,Buriti,-22.9302,-45.3881,24.14,78,40,0.51,BR,2023-04-13 23:03:03
502,Dongsheng,39.8161,109.9776,2.83,38,100,3.18,CN,2023-04-13 23:03:03
503,Chifeng,42.2683,118.9636,8.29,36,34,1.7,CN,2023-04-13 23:03:03
504,Vila Velha,-20.3297,-40.2925,25.97,91,40,3.6,BR,2023-04-13 22:59:31
505,Bengkulu,-3.8004,102.2655,24.11,88,69,1.96,ID,2023-04-13 23:03:04
506,Tazovskiy,67.4667,78.7,-19.39,95,100,7.42,RU,2023-04-13 23:03:04
507,Mountain Home,43.133,-115.6912,9.68,33,9,5.81,US,2023-04-13 23:03:04
508,Muisne,0.6,-80.0333,26.9,79,65,2.95,EC,2023-04-13 23:03:05
509,Kruisfontein,-34.0033,24.7314,15.49,67,0,7.14,ZA,2023-04-13 23:03:05
510,Umm Lajj,25.0213,37.2685,21.18,44,0,4.79,SA,2023-04-13 23:03:05
511,Bontang,0.1333,117.5,25.62,89,100,1.61,ID,2023-04-13 23:03:06
512,Seoul,37.5683,126.9778,12.69,66,0,2.06,KR,2023-04-13 22:58:15
513,Rio Gallegos,-51.6226,-69.2181,6.03,65,0,4.12,AR,2023-04-13 23:03:06
514,Isiolo,0.3546,37.5822,19.59,82,100,1.66,KE,2023-04-13 23:03:06
515,Poum,-20.2333,164.0167,25.39,83,100,4.09,NC,2023-04-13 23:03:06
516,Meulaboh,4.1363,96.1285,24.64,91,95,1.57,ID,2023-04-13 23:03:07
517,Sechura,-5.5569,-80.8222,28.61,67,91,5.62,PE,2023-04-13 23:03:07
518,Haines Junction,60.7522,-137.5108,2.97,52,100,3.09,CA,2023-04-13 23:03:07
519,Puli,23.9664,120.9695,19.37,68,12,0.76,TW,2023-04-13 23:03:07
520,Wewak,-3.5534,143.6268,28.11,75,78,2.82,PG,2023-04-13 23:03:08
521,Malanje,-9.5402,16.341,17.71,96,52,0.23,AO,2023-04-13 23:03:08
522,Bousso,10.4795,16.7117,33.61,27,74,1.69,TD,2023-04-13 23:03:08
523,Fort Nelson,58.8053,-122.7002,7.77,34,75,2.57,CA,2023-04-13 23:00:24
524,Buta,2.7858,24.73,21.15,99,100,0.99,CD,2023-04-13 23:03:09
525,Yanam,16.7333,82.2167,24.66,81,20,1.47,IN,2023-04-13 23:03:09
526,Kedrovyy,56.1667,91.8167,2.23,80,98,5.19,RU,2023-04-13 23:02:52
527,Suoyarvi,62.0833,32.35,-5.9,90,11,3.83,RU,2023-04-13 23:03:10
528,Vyartsilya,62.1764,30.693,-5.35,89,20,3.76,RU,2023-04-13 23:03:10
529,Nongan,44.382,125.1685,6.48,31,12,1.19,CN,2023-04-13 23:03:10
530,Chinsali,-10.5414,32.0816,17.49,97,91,2.45,ZM,2023-04-13 23:03:11
531,Puerto Colombia,10.9878,-74.9547,27.05,82,9,11.81,CO,2023-04-13 23:03:11
532,Ayan,56.45,138.1667,-2.33,63,100,7.71,RU,2023-04-13 23:03:12
533,Mao,39.8885,4.2658,13.31,76,0,3.6,ES,2023-04-13 23:03:12
534,Qaracala,39.8132,48.9523,13.8,63,100,4.44,AZ,2023-04-13 23:03:12
535,Miandrivazo,-19.5167,45.4667,23.17,88,25,0.73,MG,2023-04-13 23:03:12
536,Ibra,22.6906,58.5334,26.1,50,37,1.52,OM,2023-04-13 22:58:15
537,Gayeri,12.6497,0.4931,31.74,34,100,1.82,BF,2023-04-13 23:03:13
538,Strezhevoy,60.7333,77.5889,-19.43,98,44,3.43,RU,2023-04-13 23:03:13
539,Quechultenango,17.4167,-99.2167,29.85,34,72,4.26,MX,2023-04-13 23:03:13
540,Nuevo Progreso,23.1667,-97.95,25.5,56,84,1.34,MX,2023-04-13 23:03:13
541,Saint-Michel-Des-Saints,46.6834,-73.9159,9.55,98,75,2.94,CA,2023-04-13 23:00:29
542,Yauya,-8.9833,-77.3,13.11,67,94,2.19,PE,2023-04-13 23:03:14
543,San Isidro,-12.1167,-77.05,27.23,69,75,5.14,PE,2023-04-13 23:03:15
544,Nhulunbuy,-12.2333,136.7667,28.34,83,77,1.03,AU,2023-04-13 23:03:15
545,Mana,5.6592,-53.7767,26.03,84,88,3.22,GF,2023-04-13 23:03:15
546,Malakal,9.5334,31.6605,29.64,41,56,2.96,SS,2023-04-13 23:03:16
547,Bolivar,37.6145,-93.4105,24.41,38,75,2.59,US,2023-04-13 23:02:14
548,Renqiu,38.6989,116.0936,14.64,51,61,5.31,CN,2023-04-13 23:03:16
549,Kadayanallur,9.0833,77.35,24.88,77,61,1.18,IN,2023-04-13 23:03:16
550,Sevsk,52.1491,34.4926,7.83,84,100,3.0,RU,2023-04-13 23:03:17
551,Fort Morgan,40.2503,-103.8,26.36,13,0,8.75,US,2023-04-13 22:58:47
552,Matagami,49.7502,-77.6328,7.06,57,0,7.72,CA,2023-04-13 23:03:17
553,Fuente De Oro,3.4594,-73.6128,27.66,65,99,0.91,CO,2023-04-13 23:03:17
554,Kolo,52.2002,18.6387,8.74,79,100,3.27,PL,2023-04-13 23:03:17
555,Muros,42.7762,-9.0603,12.83,88,100,7.38,ES,2023-04-13 23:03:18
556,Dickinson,29.4608,-95.0513,25.63,65,40,5.14,US,2023-04-13 23:03:18
557,Serdobsk,52.4586,44.2169,8.23,65,100,11.9,RU,2023-04-13 23:03:18
